,country_of_origin,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,total_cup_points,moisture,category_one_defects,category_two_defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,processing_method_Other,processing_method_Pulped natural / honey,processing_method_Semi-washed / Semi-pulped,processing_method_Washed / Wet,region
732,Mexico,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,0.11,0,0,1200.0,1400.0,1300.0,0,0,0,1,north_america
733,Brazil,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,0.11,0,2,950.0,950.0,950.0,0,0,0,1,south_america
734,Colombia,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,0.0,0,0,442.0,442.0,442.0,0,0,0,0,south_america
735,Brazil,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25,0.09,2,10,1100.0,1100.0,1100.0,0,0,0,1,south_america
737,Guatemala,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,2,1450.0,1450.0,1450.0,0,0,0,1,central_america_carib
738,Brazil,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,0.0,0,9,1.0,1.0,1.0,0,0,0,0,south_america
739,El Salvador,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
740,Honduras,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,2,1350.0,1350.0,1350.0,0,0,0,1,central_america_carib
741,Malawi,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,0,0,1180.0,1180.0,1180.0,0,0,0,1,africa
742,Brazil,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,0,0,1100.0,1100.0,1100.0,0,0,0,0,south_america
743,Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,0,0,650.0,650.0,650.0,0,0,0,1,asia
744,Mexico,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,0,4,1338.0,1338.0,1338.0,0,0,0,1,north_america
746,Mexico,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,3,8,533.0,533.0,533.0,0,0,0,1,north_america
747,Guatemala,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,0,2,1390.8024,1390.8024,1390.8024,0,0,0,1,central_america_carib
748,Mexico,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,0,3,1170.0,1170.0,1170.0,0,0,0,1,north_america
749,Mexico,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,0,13,1250.0,1250.0,1250.0,0,0,0,1,north_america
751,Mexico,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,0,0,1100.0,1100.0,1100.0,0,0,0,1,north_america
752,Mexico,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,0,3,900.0,900.0,900.0,0,0,0,1,north_america
753,Colombia,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,0,1,1750.0,1750.0,1750.0,0,0,0,1,south_america
754,Colombia,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,0,0,1600.0,1950.0,1775.0,0,0,0,1,south_america
757,Brazil,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,0,5,934.0,934.0,934.0,0,0,0,0,south_america
758,Honduras,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,2,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
760,"Tanzania, United Republic Of",7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,1,6,1500.0,1800.0,1650.0,0,0,0,1,africa
761,"Tanzania, United Republic Of",7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,0,1,1600.0,1600.0,1600.0,0,0,0,1,africa
762,Brazil,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,0,1,1.0,1.0,1.0,0,0,0,0,south_america
763,Thailand,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,0,0,800.0,800.0,800.0,0,0,0,1,southeast_asia
764,Honduras,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,2,1350.0,1350.0,1350.0,0,0,0,1,central_america_carib
765,Guatemala,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,0,4,1500.0,1500.0,1500.0,0,0,0,1,central_america_carib
767,Mexico,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,81.67,0.11,0,4,1400.0,1400.0,1400.0,0,0,0,1,north_america
768,"Tanzania, United Republic Of",7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,0,1,1700.0,1700.0,1700.0,0,0,0,1,africa
769,Mexico,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,0,0,1100.0,1100.0,1100.0,0,0,0,1,north_america
770,Mexico,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,1,1,1200.0,1600.0,1400.0,0,0,0,1,north_america
771,Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,0,0,1200.0,1200.0,1200.0,1,0,0,0,asia
772,Taiwan,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,0,0,800.0,800.0,800.0,0,0,0,1,asia
773,Colombia,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,0,1,1750.0,1750.0,1750.0,0,0,0,1,south_america
774,Mexico,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,1,9,1144.0,1144.0,1144.0,0,0,0,1,north_america
775,Guatemala,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,0,2,1350.0,1350.0,1350.0,0,0,0,1,central_america_carib
776,Mexico,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,0,4,1000.0,1000.0,1000.0,0,0,0,1,north_america
777,Mexico,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,0,1,1200.0,1200.0,1200.0,0,0,0,1,north_america
779,Indonesia,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,0,3,1300.0,1300.0,1300.0,0,0,0,1,southeast_asia
781,Honduras,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,0,4,1350.0,1350.0,1350.0,0,0,0,0,central_america_carib
782,Brazil,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,0,3,894.0,894.0,894.0,0,0,0,0,south_america
783,Brazil,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0.0,0,1,1.0,1.0,1.0,0,0,0,0,south_america
784,Costa Rica,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,0,0,1200.0,1400.0,1300.0,0,0,0,1,central_america_carib
785,"Tanzania, United Republic Of",7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,0,5,1500.0,1500.0,1500.0,0,0,0,1,africa
786,"Tanzania, United Republic Of",7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,0,3,1500.0,1700.0,1600.0,0,0,0,1,africa
788,Costa Rica,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,0,2,13.0,13.0,13.0,0,0,0,1,central_america_carib
790,Mexico,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,0,7,1300.0,1300.0,1300.0,0,0,0,1,north_america
791,Mexico,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,3,13,1800.0,1800.0,1800.0,0,0,0,1,north_america
792,Mexico,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,0,11,1250.0,1250.0,1250.0,0,0,0,1,north_america
793,Vietnam,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,0,2,1040.0,1040.0,1040.0,0,0,0,0,southeast_asia
794,Mexico,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,0,1,1250.0,1250.0,1250.0,0,0,0,1,north_america
796,Honduras,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,1,1600.0,1600.0,1600.0,0,0,0,1,central_america_carib
797,Honduras,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,7,1600.0,1600.0,1600.0,0,0,0,0,central_america_carib
798,Brazil,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,0,3,944.0,944.0,944.0,0,0,0,0,south_america
799,"Tanzania, United Republic Of",7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,0,20,1500.0,1800.0,1650.0,0,0,0,1,africa
800,Laos,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,0,0,1250.0,1250.0,1250.0,0,0,0,1,southeast_asia
801,"Tanzania, United Republic Of",7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,0,3,1300.0,1400.0,1350.0,0,0,0,1,africa
802,Malawi,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,0,1,2500.0,2500.0,2500.0,0,0,0,1,africa
803,Taiwan,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,0,0,600.0,600.0,600.0,0,0,0,1,asia
804,Thailand,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,0,0,800.0,800.0,800.0,0,0,0,1,southeast_asia
805,Costa Rica,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0,4,1200.0,1400.0,1300.0,0,0,0,1,central_america_carib
806,Honduras,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0,5,1400.0,1400.0,1400.0,0,0,0,1,central_america_carib
807,Colombia,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,0.11,0,1,1800.0,2000.0,1900.0,0,0,0,1,south_america
808,Taiwan,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,0,0,600.0,700.0,650.0,0,0,0,1,asia
810,Brazil,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,0.11,0,0,894.0,1183.0,1038.5,0,0,0,0,south_america
811,Mexico,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,1,940.0,940.0,940.0,0,0,0,1,north_america
812,Brazil,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,0,1,1000.0,1000.0,1000.0,0,0,0,0,south_america
813,Brazil,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.11,0,1,1050.0,1050.0,1050.0,0,0,1,0,south_america
815,Brazil,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,0,2,950.0,950.0,950.0,0,0,1,0,south_america
816,Guatemala,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,0.0,0,10,1402.08,1402.08,1402.08,0,0,0,1,central_america_carib
818,Guatemala,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,0,1,1901.0,1901.0,1901.0,0,0,0,1,central_america_carib
819,Guatemala,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,0,0,1219.2,1219.2,1219.2,0,0,0,1,central_america_carib
820,Honduras,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,1,1400.0,1400.0,1400.0,0,0,0,1,central_america_carib
821,Brazil,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,0.11,0,4,1020.0,1020.0,1020.0,0,0,0,0,south_america
822,El Salvador,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,0,2,1250.0,1250.0,1250.0,0,0,0,1,central_america_carib
823,Guatemala,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,0,7,1300.0,1800.0,1550.0,0,0,0,1,central_america_carib
824,"Tanzania, United Republic Of",7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,0,4,1877.0,1877.0,1877.0,0,0,0,1,africa
826,Zambia,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,0.0,1,3,1000.0,1500.0,1250.0,0,0,0,1,africa
828,Taiwan,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,0,0,1000.0,1000.0,1000.0,1,0,0,0,asia
829,Mexico,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,0.12,0,6,1300.0,1300.0,1300.0,0,0,0,1,north_america
830,Mexico,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,0.13,2,7,981.0,981.0,981.0,0,0,1,0,north_america
831,Mexico,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,0.14,2,8,690.0,690.0,690.0,0,0,0,1,north_america
832,Mexico,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,0,4,1650.0,1650.0,1650.0,0,0,0,1,north_america
833,Mexico,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,0.12,0,0,1000.0,1000.0,1000.0,0,0,0,1,north_america
834,Brazil,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,3,1100.0,1100.0,1100.0,0,0,0,0,south_america
836,Guatemala,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.1,1,1,157.8864,157.8864,157.8864,0,0,0,1,central_america_carib
837,Costa Rica,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,0.0,1,4,1900.0,1900.0,1900.0,0,1,0,0,central_america_carib
838,Brazil,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.11,0,3,973.0,973.0,973.0,0,0,0,0,south_america
839,Indonesia,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,0,0,1250.0,1250.0,1250.0,1,0,0,0,southeast_asia
840,Guatemala,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,2,6,3280.0,3280.0,3280.0,0,0,0,1,central_america_carib
841,Brazil,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,0.0,0,1,1.0,1.0,1.0,0,0,0,0,south_america
842,Brazil,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,0.0,0,0,1.0,1.0,1.0,0,0,0,0,south_america
843,Myanmar,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.0,0,2,4001.0,4001.0,4001.0,0,0,0,1,southeast_asia
844,Mexico,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,0.11,0,7,1350.0,1500.0,1425.0,0,0,0,1,north_america
845,Honduras,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,0,1,1400.0,1400.0,1400.0,0,0,0,1,central_america_carib
846,Costa Rica,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,0,0,1200.0,1400.0,1300.0,0,0,0,1,central_america_carib
847,Taiwan,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0.0,0,0,700.0,700.0,700.0,0,0,0,1,asia
848,Indonesia,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,2,6,1300.0,1300.0,1300.0,1,0,0,0,southeast_asia
849,Malawi,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,0,0,1556.0,1556.0,1556.0,0,0,0,1,africa
850,Brazil,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,0,0,1100.0,1100.0,1100.0,0,0,0,0,south_america
851,Mexico,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,0.11,0,0,1550.0,1550.0,1550.0,0,0,0,1,north_america
852,Colombia,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,0.0,2,0,1600.0,1950.0,1775.0,0,0,0,1,south_america
854,Brazil,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,1250.0,1250.0,1250.0,0,0,1,0,south_america
855,Guatemala,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,0,1,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
856,Mexico,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,0,2,1500.0,1500.0,1500.0,0,0,0,1,north_america
857,Mexico,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,0,10,1250.0,1250.0,1250.0,0,0,1,0,north_america
861,Guatemala,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,0,1,1700.0,1700.0,1700.0,0,0,0,1,central_america_carib
862,Vietnam,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,81.75,0.12,0,0,1040.0,1040.0,1040.0,0,0,0,1,southeast_asia
863,"Tanzania, United Republic Of",7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,0,4,1500.0,1700.0,1600.0,0,0,0,1,africa
865,Mexico,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,81.75,0.13,2,9,774.0,774.0,774.0,0,0,0,1,north_america
866,Mexico,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,0.13,0,23,1250.0,1250.0,1250.0,0,0,0,1,north_america
867,Mexico,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,0.11,0,1,1100.0,1100.0,1100.0,0,0,0,1,north_america
868,Mexico,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,0.12,10,14,1550.0,1550.0,1550.0,0,0,0,1,north_america
869,Mexico,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,0.12,0,1,1650.0,1650.0,1650.0,0,0,0,1,north_america
870,Colombia,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,0.0,0,1,1750.0,1750.0,1750.0,0,0,0,1,south_america
872,Brazil,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,5,890.0,890.0,890.0,0,0,0,0,south_america
873,Guatemala,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.1,0,1,1700.0,1700.0,1700.0,0,0,0,1,central_america_carib
874,Guatemala,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,3,1219.2,1219.2,1219.2,0,0,0,1,central_america_carib
875,Honduras,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,2,1450.0,1450.0,1450.0,0,0,0,1,central_america_carib
879,Brazil,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,0.0,0,0,1.0,1.0,1.0,0,0,0,0,south_america
880,"Tanzania, United Republic Of",7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,0,0,1200.0,1800.0,1500.0,0,0,0,1,africa
881,"Tanzania, United Republic Of",7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,0,7,1700.0,1700.0,1700.0,0,0,0,1,africa
882,Brazil,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.1,0,2,1260.0,1260.0,1260.0,0,0,0,1,south_america
884,Honduras,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,0.1,0,5,1400.0,1400.0,1400.0,0,0,0,0,central_america_carib
885,Costa Rica,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,0,3,1850.0,1850.0,1850.0,0,0,0,1,central_america_carib
887,Taiwan,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0,150.0,150.0,150.0,0,0,1,0,asia
888,Taiwan,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.67,0.11,0,0,750.0,750.0,750.0,0,0,0,1,asia
889,Mexico,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,81.67,0.12,0,6,1400.0,1400.0,1400.0,0,0,0,1,north_america
890,Guatemala,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,0.11,0,4,1676.4,1828.8,1752.6,0,0,0,1,central_america_carib
891,Mexico,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,81.67,0.13,1,13,1650.0,1650.0,1650.0,0,0,0,1,north_america
892,Mexico,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,81.67,0.11,0,2,1200.0,1200.0,1200.0,0,0,0,1,north_america
893,Mexico,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,81.67,0.11,0,2,1400.0,1400.0,1400.0,0,0,0,1,north_america
894,Mexico,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,81.67,0.11,0,4,940.0,940.0,940.0,0,0,1,0,north_america
896,Honduras,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.58,0.11,0,3,1200.0,1200.0,1200.0,0,0,0,1,central_america_carib
897,Guatemala,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,0.12,0,0,190164.0,190164.0,190164.0,0,0,0,1,central_america_carib
898,Taiwan,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,0,0,800.0,800.0,800.0,0,0,0,1,asia
899,Costa Rica,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,0.12,0,1,13.0,13.0,13.0,0,0,0,1,central_america_carib
900,"Tanzania, United Republic Of",7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,0,5,1800.0,1800.0,1800.0,0,0,0,1,africa
901,Malawi,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,0.13,0,0,1100.0,1100.0,1100.0,0,0,0,1,africa
902,Taiwan,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,81.58,0.0,0,0,850.0,850.0,850.0,0,0,1,0,asia
903,Brazil,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,0.12,0,3,1260.0,1260.0,1260.0,0,0,0,1,south_america
904,Guatemala,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,0.12,0,1,1310.64,1310.64,1310.64,0,0,0,1,central_america_carib
905,Mexico,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,81.58,0.12,0,9,1400.0,1400.0,1400.0,0,0,0,1,north_america
906,Mexico,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.58,0.11,0,0,1600.0,1600.0,1600.0,0,0,0,0,north_america
907,Mexico,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,81.58,0.11,0,2,1650.0,1650.0,1650.0,0,0,0,0,north_america
911,Guatemala,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,0.1,0,0,1219.2,1219.2,1219.2,0,0,0,1,central_america_carib
912,Nicaragua,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,3,1100.0,1100.0,1100.0,1,0,0,0,central_america_carib
913,Honduras,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,81.5,0.1,0,5,1400.0,1400.0,1400.0,0,0,0,1,central_america_carib
915,Taiwan,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,0.12,0,2,160.0,200.0,180.0,0,0,0,0,asia
916,Myanmar,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0.0,0,4,1219.2,1219.2,1219.2,0,0,0,1,southeast_asia
917,Costa Rica,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,0.12,1,2,1200.0,1200.0,1200.0,0,0,0,1,central_america_carib
918,Malawi,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.5,0.12,0,0,1599.0,1599.0,1599.0,0,0,0,1,africa
919,Guatemala,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,81.5,0.12,0,0,1219.2,1219.2,1219.2,0,0,0,1,central_america_carib
920,Taiwan,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,81.5,0.11,0,0,900.0,900.0,900.0,0,0,0,1,asia
921,Brazil,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0.0,1,1,1200.0,1200.0,1200.0,0,0,1,0,south_america
922,Haiti,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0,400.0,1250.0,825.0,0,0,0,1,central_america_carib
923,Taiwan,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0.11,0,0,600.0,600.0,600.0,1,0,0,0,asia
